id_transaccion,fecha,mes,id_cliente,segmento_cliente,producto,categoria,precio_unitario,cantidad,metodo_pago,tienda,total_ticket
26263,2026-05-13,5,4167,Empresa,USB,Computo,1740.07,2,Tarjeta,Guadalajara,3480.14
26264,2026-08-06,8,3930,Empresa,Audífonos,Accesorios,1531.0,4,Efectivo,CDMX,6124.0
26265,2026-07-17,7,4331,Individual,Mouse,Computo,632.06,3,Tarjeta,Monterrey,1896.18
26266,2026-04-08,4,3231,PyME,Smartwatch,Accesorios,714.06,3,Efectivo,Monterrey,2142.18
26267,2026-04-27,4,1389,PyME,Audífonos,Accesorios,492.15,2,Tarjeta,Guadalajara,984.3
26268,2026-07-17,7,3749,Empresa,USB,Computo,797.07,2,Tarjeta,Guadalajara,1594.14
26269,2026-03-19,3,3674,Empresa,Audífonos,Accesorios,638.49,3,Efectivo,Monterrey,1915.47
26270,2026-10-15,10,4741,,Smartwatch,Computo,1813.96,1,Efectivo,Monterrey,1813.96
26271,2026-02-01,2,1954,Individual,Smartwatch,Accesorios,461.89,4,Tarjeta,Monterrey,1847.56
26272,2026-02-18,2,3346,Individual,Smartwatch,Computo,1614.83,4,Tarjeta,Guadalajara,6459.32
26273,2026-05-07,5,2640,PyME,Laptop,Computo,1678.26,2,Efectivo,Guadalajara,3356.52
26274,2026-02-07,2,3236,PyME,USB,Accesorios,352.04,2,Efectivo,CDMX,704.08
26275,2026-06-16,6,2787,Empresa,Laptop,Computo,211.67,1,Efectivo,CDMX,211.67
26276,2026-06-11,6,3285,,Mouse,Accesorios,1165.37,3,Efectivo,Monterrey,3496.11
26277,2026-09-05,9,2847,Empresa,Mouse,Computo,933.76,1,Tarjeta,Guadalajara,933.76
26278,2026-12-21,12,3617,Empresa,Audífonos,Accesorios,1175.74,1,Efectivo,Guadalajara,1175.74
26279,2026-09-14,9,4002,Empresa,Teclado,Computo,1166.81,1,Tarjeta,CDMX,1166.81
26280,2026-03-23,3,2984,Individual,Smartwatch,Accesorios,323.34,2,Efectivo,CDMX,646.68
26281,2026-11-26,11,2979,PyME,Smartwatch,Computo,376.98,3,Tarjeta,Monterrey,1130.94
26282,2026-06-27,6,1308,PyME,Laptop,Computo,252.65,2,Tarjeta,Monterrey,505.3
26283,2026-06-10,6,4594,Individual,Mouse,Computo,211.66,1,Tarjeta,CDMX,211.66
26284,2026-06-05,6,2615,PyME,Smartwatch,Computo,990.51,2,Tarjeta,Guadalajara,1981.02
26285,2026-04-24,4,2132,Empresa,Teclado,Accesorios,376.84,3,Efectivo,Monterrey,1130.52
26286,2026-11-19,11,1048,Individual,Monitor,Computo,1633.82,2,Tarjeta,CDMX,3267.64
26287,2026-05-18,5,4625,Individual,Audífonos,Accesorios,1871.73,4,Tarjeta,Monterrey,7486.92
26288,2026-07-26,7,1216,Individual,Monitor,Accesorios,351.94,4,Efectivo,Guadalajara,1407.76
26289,2026-03-04,3,3157,Empresa,Smartwatch,Computo,1536.73,2,Tarjeta,Guadalajara,3073.46
26290,2026-10-23,10,4901,Empresa,USB,Accesorios,1289.06,2,Tarjeta,CDMX,2578.12
26291,2026-09-09,9,2217,Individual,Teclado,Accesorios,278.16,4,Efectivo,Guadalajara,1112.64
26292,2026-04-19,4,1602,Individual,Teclado,Accesorios,923.96,3,Tarjeta,CDMX,2771.88
26293,2026-09-11,9,4311,,Laptop,Computo,1188.64,3,Efectivo,CDMX,3565.92
26294,2026-09-03,9,3579,Empresa,Teclado,Computo,1162.49,3,Tarjeta,Monterrey,3487.47
26295,2026-07-11,7,3781,PyME,USB,Accesorios,1360.75,1,Tarjeta,Monterrey,1360.75
26296,2026-08-07,8,2808,Empresa,Audífonos,Accesorios,1354.13,1,Tarjeta,CDMX,1354.13
26297,2026-07-17,7,2395,PyME,Mouse,Computo,332.42,3,Efectivo,Guadalajara,997.26
26298,2026-02-23,2,4032,Individual,Smartwatch,Computo,1990.2,4,Efectivo,CDMX,7960.8
26299,2026-09-18,9,4243,PyME,Audífonos,Accesorios,1223.6,1,Efectivo,CDMX,1223.6
26300,2026-06-26,6,4343,Empresa,Monitor,Accesorios,1061.55,1,Tarjeta,CDMX,1061.55
26301,2026-06-15,6,3617,PyME,Monitor,Accesorios,940.82,1,Efectivo,CDMX,940.82
26302,2026-10-17,10,1382,Empresa,Teclado,Computo,409.67,2,Tarjeta,Monterrey,819.34
26303,2026-01-26,1,4476,Individual,Mouse,Computo,694.24,4,Tarjeta,Monterrey,2776.96
26304,2026-04-25,4,1308,Individual,Laptop,Computo,1360.4,3,Efectivo,Monterrey,4081.2
26305,2026-02-17,2,4665,PyME,Teclado,Computo,90.44,3,Efectivo,Monterrey,271.32
26306,2026-01-24,1,3185,Individual,USB,Accesorios,1200.33,4,Tarjeta,CDMX,4801.32
26307,2026-04-10,4,3170,PyME,Mouse,Accesorios,1361.71,3,Tarjeta,Guadalajara,4085.13
26308,2026-12-15,12,2517,PyME,Laptop,Computo,418.95,4,Tarjeta,Monterrey,1675.8
26309,2026-04-23,4,3309,Individual,Tablet,Computo,483.53,1,Efectivo,Monterrey,483.53
26310,2026-08-16,8,1528,,Laptop,Computo,1434.19,2,Efectivo,Guadalajara,2868.38
26311,2026-02-15,2,4339,Empresa,Audífonos,Accesorios,1502.91,1,Tarjeta,CDMX,1502.91
26312,2026-08-26,8,3345,Empresa,USB,Accesorios,945.57,2,Efectivo,Monterrey,1891.14
26313,2026-12-09,12,1571,,Mouse,Computo,395.56,4,Tarjeta,Guadalajara,1582.24
26314,2026-04-21,4,3464,PyME,Tablet,Computo,1912.8,2,Efectivo,Guadalajara,3825.6
26315,2026-10-19,10,3339,Individual,USB,Accesorios,1866.12,1,Tarjeta,Monterrey,1866.12
26316,2026-12-01,12,3525,Individual,Teclado,Accesorios,295.54,1,Tarjeta,Monterrey,295.54
26317,2026-07-02,7,3582,Individual,USB,Computo,633.26,3,Efectivo,CDMX,1899.78
26318,2026-04-06,4,2268,Individual,Audífonos,Accesorios,1027.8,2,Efectivo,CDMX,2055.6
26319,2026-09-24,9,2538,Empresa,Laptop,Accesorios,1369.43,2,Tarjeta,Monterrey,2738.86
26320,2026-10-09,10,4704,PyME,USB,Accesorios,1787.29,2,Tarjeta,Guadalajara,3574.58
26321,2026-03-24,3,3504,PyME,Laptop,Accesorios,180.06,4,Tarjeta,CDMX,720.24
26322,2026-06-18,6,4650,Individual,Laptop,Accesorios,781.17,2,Tarjeta,Guadalajara,1562.34
26323,2026-04-01,4,3877,PyME,Mouse,Computo,76.46,3,Efectivo,CDMX,229.38
26324,2026-04-10,4,3221,Individual,Laptop,Computo,1577.96,2,Efectivo,Monterrey,3155.92
26325,2026-10-04,10,4336,PyME,USB,Accesorios,1421.39,2,Efectivo,CDMX,2842.78
26326,2026-06-14,6,2618,Individual,USB,Accesorios,349.82,1,Efectivo,Monterrey,349.82
26327,2026-05-21,5,1533,Empresa,Laptop,Computo,419.24,1,Tarjeta,CDMX,419.24
26328,2026-08-26,8,2101,,Monitor,Computo,719.55,3,Tarjeta,Monterrey,2158.65
26329,2026-03-06,3,2457,PyME,Laptop,Computo,1557.93,1,Tarjeta,CDMX,1557.93
26330,2026-03-20,3,3398,Individual,Laptop,Accesorios,595.33,4,Efectivo,CDMX,2381.32
26331,2026-06-05,6,2135,Empresa,Mouse,Computo,581.51,2,Efectivo,Monterrey,1163.02
26332,2026-06-15,6,4455,PyME,Teclado,Accesorios,1640.4,1,Efectivo,CDMX,1640.4
26333,2026-04-24,4,4809,Empresa,Mouse,Computo,603.14,4,Tarjeta,Guadalajara,2412.56
26334,2026-01-10,1,3101,Empresa,Tablet,Computo,566.43,1,Efectivo,Guadalajara,566.43
26335,2026-06-03,6,2019,PyME,Laptop,Accesorios,1064.3,2,Tarjeta,Monterrey,2128.6
26336,2026-10-17,10,2076,PyME,Laptop,Computo,319.09,1,Tarjeta,CDMX,319.09
26337,2026-10-09,10,2268,PyME,Monitor,Accesorios,205.45,1,Efectivo,CDMX,205.45
26338,2026-03-09,3,3774,Empresa,Mouse,Computo,1691.65,3,Efectivo,CDMX,5074.95
26339,2026-08-15,8,3848,PyME,Monitor,Computo,361.24,4,Tarjeta,Monterrey,1444.96
26340,2026-10-18,10,4829,Individual,Audífonos,Accesorios,325.6,2,Tarjeta,Guadalajara,651.2
26341,2026-06-03,6,4752,Individual,USB,Computo,1446.87,3,Efectivo,Monterrey,4340.61
26342,2026-11-08,11,3907,Individual,Monitor,Accesorios,188.61,2,Tarjeta,Monterrey,377.22
26343,2026-11-03,11,2812,Individual,Monitor,Computo,105.74,4,Efectivo,Guadalajara,422.96
26344,2026-03-19,3,2561,PyME,Monitor,Computo,1973.89,4,Efectivo,CDMX,7895.56
26345,2026-04-22,4,2801,Individual,Smartwatch,Computo,1151.12,2,Efectivo,Monterrey,2302.24
26346,2026-03-13,3,1319,Empresa,Audífonos,Computo,845.2,4,Efectivo,Monterrey,3380.8
26347,2026-03-22,3,4606,Empresa,Laptop,Computo,974.52,3,Tarjeta,Monterrey,2923.56
26348,2026-11-16,11,4650,,Mouse,Computo,210.55,3,Tarjeta,CDMX,631.65
26349,2026-11-07,11,2801,PyME,Teclado,Accesorios,926.23,3,Efectivo,Monterrey,2778.69
26350,2026-01-26,1,3924,,Mouse,Computo,441.09,4,Tarjeta,Monterrey,1764.36
26351,2026-07-20,7,2767,Individual,Smartwatch,Computo,138.62,1,Tarjeta,Monterrey,138.62
26352,2026-07-05,7,4194,Empresa,Tablet,Accesorios,218.94,1,Tarjeta,CDMX,218.94
26353,2026-05-26,5,3560,PyME,Mouse,Accesorios,91.72,2,Tarjeta,Monterrey,183.44
26354,2026-08-19,8,2051,Individual,Tablet,Computo,776.23,3,Tarjeta,CDMX,2328.69
26355,2026-12-02,12,2484,Empresa,Laptop,Computo,1902.97,2,Efectivo,Monterrey,3805.94
26356,2026-03-03,3,3809,Individual,Tablet,Accesorios,1063.49,4,Tarjeta,Monterrey,4253.96
26357,2026-02-03,2,3854,PyME,Tablet,Computo,428.78,1,Efectivo,Monterrey,428.78
26358,2026-01-02,1,3286,PyME,Teclado,Computo,179.1,3,Efectivo,Monterrey,537.3
26359,2026-05-16,5,3421,PyME,Laptop,Accesorios,1200.52,3,Efectivo,Monterrey,3601.56
26360,2026-05-17,5,1106,PyME,Teclado,Accesorios,413.84,4,Efectivo,CDMX,1655.36
26361,2026-06-27,6,1589,Individual,Monitor,Computo,1725.35,2,Tarjeta,CDMX,3450.7
26362,2026-06-16,6,2721,Empresa,Teclado,Accesorios,1234.5,2,Efectivo,Monterrey,2469.0
26363,2026-09-16,9,2061,,Mouse,Computo,1430.83,2,Tarjeta,Monterrey,2861.66
26364,2026-06-19,6,4904,PyME,Audífonos,Computo,1167.63,1,Tarjeta,Monterrey,1167.63
26365,2026-05-17,5,1513,Empresa,Audífonos,Computo,230.45,4,Tarjeta,Monterrey,921.8
26366,2026-10-24,10,4397,Individual,Mouse,Computo,1318.89,2,Tarjeta,Guadalajara,2637.78
26367,2026-10-05,10,2681,Empresa,Teclado,Accesorios,1996.55,4,Tarjeta,Guadalajara,7986.2
26368,2026-03-12,3,1819,Empresa,Tablet,Accesorios,480.02,4,Efectivo,CDMX,1920.08
26369,2026-04-22,4,4893,Individual,Monitor,Computo,870.65,4,Tarjeta,Monterrey,3482.6
26370,2026-10-12,10,1401,PyME,Audífonos,Accesorios,1375.89,4,Tarjeta,CDMX,5503.56
26371,2026-02-26,2,4989,PyME,USB,Computo,1116.4,2,Efectivo,Guadalajara,2232.8
26372,2026-05-07,5,3734,Empresa,Mouse,Accesorios,107.46,3,Tarjeta,CDMX,322.38
26373,2026-06-07,6,3379,PyME,Teclado,Computo,1955.14,4,Tarjeta,CDMX,7820.56
26374,2026-03-04,3,2098,Individual,Teclado,Accesorios,1426.66,1,Efectivo,Guadalajara,1426.66
26375,2026-03-06,3,3504,Individual,Tablet,Computo,665.65,1,Efectivo,Monterrey,665.65
26376,2026-06-16,6,1893,PyME,Monitor,Accesorios,829.23,1,Efectivo,Monterrey,829.23
26377,2026-09-08,9,3670,PyME,Teclado,Computo,1307.82,4,Tarjeta,Guadalajara,5231.28
26378,2026-10-06,10,4957,PyME,Teclado,Computo,828.05,1,Efectivo,Guadalajara,828.05
26379,2026-12-23,12,2179,Empresa,Audífonos,Computo,1690.04,1,Efectivo,Monterrey,1690.04
26380,2026-02-19,2,3601,Empresa,Teclado,Computo,1618.31,1,Tarjeta,CDMX,1618.31
26381,2026-03-25,3,4878,Individual,Monitor,Computo,511.91,1,Efectivo,Monterrey,511.91
26382,2026-09-10,9,3706,Individual,Audífonos,Accesorios,910.62,1,Tarjeta,CDMX,910.62
26383,2026-07-16,7,3323,Empresa,Tablet,Accesorios,12.23,1,Efectivo,CDMX,12.23
26384,2026-05-02,5,3115,,Laptop,Computo,1541.69,3,Efectivo,CDMX,4625.07
26385,2026-03-14,3,2946,Empresa,Monitor,Accesorios,828.96,2,Tarjeta,Guadalajara,1657.92
26386,2026-04-11,4,3880,,Tablet,Accesorios,1641.05,3,Efectivo,Guadalajara,4923.15
26387,2026-06-24,6,4674,Empresa,Audífonos,Accesorios,1662.98,3,Efectivo,CDMX,4988.94
26388,2026-03-24,3,2069,Empresa,Mouse,Accesorios,1877.16,3,Tarjeta,Monterrey,5631.48
26389,2026-12-02,12,1744,Individual,Mouse,Accesorios,1448.7,4,Tarjeta,Monterrey,5794.8
26390,2026-02-25,2,3751,Individual,Audífonos,Accesorios,1084.14,2,Efectivo,Monterrey,2168.28
26391,2026-12-03,12,4838,PyME,Audífonos,Computo,1946.23,4,Tarjeta,Monterrey,7784.92
26392,2026-10-26,10,3751,Empresa,Teclado,Accesorios,882.6,1,Tarjeta,CDMX,882.6
26393,2026-06-22,6,3744,Empresa,Smartwatch,Accesorios,961.54,1,Tarjeta,Guadalajara,961.54
26394,2026-09-11,9,2910,PyME,Laptop,Accesorios,1590.43,1,Efectivo,CDMX,1590.43
26395,2026-09-04,9,4377,PyME,USB,Computo,194.41,3,Efectivo,CDMX,583.23
26396,2026-03-14,3,4675,PyME,USB,Computo,1948.95,3,Tarjeta,CDMX,5846.85
26397,2026-05-05,5,3658,,Audífonos,Computo,384.32,1,Tarjeta,Monterrey,384.32
26398,2026-06-03,6,4558,Empresa,Audífonos,Computo,913.92,3,Tarjeta,Guadalajara,2741.76
26399,2026-08-26,8,1768,Individual,Smartwatch,Computo,196.38,2,Tarjeta,Monterrey,392.76
26400,2026-07-08,7,2518,Individual,Tablet,Computo,1318.96,4,Tarjeta,CDMX,5275.84
26401,2026-06-10,6,1258,Individual,Mouse,Accesorios,161.34,4,Tarjeta,Guadalajara,645.36
26402,2026-06-12,6,2539,PyME,Teclado,Computo,73.77,1,Efectivo,Monterrey,73.77
26403,2026-06-26,6,4226,Empresa,Tablet,Computo,94.49,1,Tarjeta,Monterrey,94.49
26404,2026-06-08,6,4108,Individual,Teclado,Accesorios,801.18,1,Tarjeta,Monterrey,801.18
26405,2026-07-23,7,3582,Empresa,Smartwatch,Accesorios,815.57,3,Efectivo,Monterrey,2446.71
26406,2026-11-07,11,2178,Empresa,Monitor,Accesorios,1041.9,3,Tarjeta,Monterrey,3125.7
26407,2026-08-02,8,3904,Individual,USB,Accesorios,47.22,3,Efectivo,CDMX,141.66
26408,2026-09-26,9,3897,Empresa,Audífonos,Computo,875.27,2,Tarjeta,Guadalajara,1750.54
26409,2026-07-12,7,4068,PyME,Teclado,Accesorios,1304.34,1,Tarjeta,Monterrey,1304.34
26410,2026-08-22,8,3021,Empresa,Smartwatch,Computo,739.36,3,Efectivo,Guadalajara,2218.08
26411,2026-07-20,7,3561,PyME,Audífonos,Computo,840.37,1,Tarjeta,CDMX,840.37
26412,2026-01-11,1,3313,Empresa,Tablet,Computo,58.0,4,Efectivo,CDMX,232.0
26413,2026-12-09,12,1939,Individual,Audífonos,Computo,167.53,2,Efectivo,Guadalajara,335.06
26414,2026-01-05,1,3657,PyME,Laptop,Computo,1149.36,4,Efectivo,Monterrey,4597.44
26415,2026-06-06,6,1345,Empresa,Audífonos,Computo,80.24,3,Efectivo,CDMX,240.72
26416,2026-02-07,2,4610,Empresa,Teclado,Computo,182.71,4,Efectivo,CDMX,730.84
26417,2026-02-14,2,3015,Individual,Tablet,Accesorios,1434.4,4,Tarjeta,Guadalajara,5737.6
26418,2026-09-18,9,1500,Individual,Audífonos,Accesorios,1603.4,4,Efectivo,CDMX,6413.6
26419,2026-06-15,6,3340,PyME,Audífonos,Computo,1642.32,1,Tarjeta,Guadalajara,1642.32
26420,2026-10-01,10,2968,Empresa,Mouse,Accesorios,337.95,1,Tarjeta,Monterrey,337.95
26421,2026-04-16,4,4356,Empresa,Teclado,Accesorios,323.63,4,Efectivo,Monterrey,1294.52
26422,2026-04-15,4,1204,Empresa,USB,Computo,545.24,1,Tarjeta,Monterrey,545.24
26423,2026-04-22,4,1135,Individual,Smartwatch,Computo,863.88,1,Tarjeta,CDMX,863.88
26424,2026-08-09,8,2916,,Monitor,Accesorios,1678.1,3,Efectivo,Guadalajara,5034.3
26425,2026-10-07,10,4927,Individual,Teclado,Accesorios,1032.66,3,Efectivo,CDMX,3097.98
26426,2026-06-12,6,1315,PyME,Teclado,Computo,890.16,3,Efectivo,Monterrey,2670.48
26427,2026-05-09,5,4199,Individual,Teclado,Computo,648.57,2,Efectivo,Monterrey,1297.14
26428,2026-12-12,12,3396,PyME,USB,Computo,42.95,4,Tarjeta,CDMX,171.8
26429,2026-02-11,2,3496,Empresa,Smartwatch,Accesorios,286.26,1,Efectivo,Monterrey,286.26
26430,2026-06-03,6,4916,Individual,USB,Computo,788.39,2,Efectivo,Guadalajara,1576.78
26431,2026-06-13,6,3741,Empresa,Mouse,Accesorios,932.41,4,Tarjeta,Guadalajara,3729.64
26432,2026-02-05,2,4608,Empresa,USB,Computo,1014.6,3,Tarjeta,Monterrey,3043.8
26433,2026-04-22,4,1228,Individual,USB,Accesorios,602.83,2,Tarjeta,Monterrey,1205.66
26434,2026-01-22,1,2670,Individual,USB,Computo,1913.34,1,Tarjeta,Guadalajara,1913.34
26435,2026-11-21,11,4861,PyME,Monitor,Accesorios,963.3,2,Efectivo,Guadalajara,1926.6
26436,2026-08-18,8,1352,Empresa,USB,Accesorios,1783.74,4,Tarjeta,Guadalajara,7134.96
26437,2026-10-11,10,3926,Individual,Audífonos,Accesorios,247.41,2,Tarjeta,CDMX,494.82
26438,2026-06-26,6,2038,Individual,Teclado,Computo,1227.48,1,Tarjeta,CDMX,1227.48
26439,2026-08-03,8,1898,Individual,Audífonos,Accesorios,1697.69,2,Efectivo,Monterrey,3395.38
26440,2026-09-22,9,4254,Empresa,Mouse,Accesorios,445.2,2,Tarjeta,Monterrey,890.4
26441,2026-11-09,11,3684,Individual,Mouse,Accesorios,1507.07,4,Efectivo,CDMX,6028.28
26442,2026-02-26,2,4207,Individual,Tablet,Accesorios,891.43,2,Efectivo,Guadalajara,1782.86
26443,2026-05-08,5,3302,PyME,Tablet,Computo,1291.1,1,Efectivo,Monterrey,1291.1
26444,2026-09-24,9,3790,,Teclado,Computo,1315.81,4,Efectivo,Monterrey,5263.24
26445,2026-12-08,12,2327,Empresa,Audífonos,Accesorios,202.01,4,Efectivo,Guadalajara,808.04
26446,2026-12-13,12,1448,Empresa,Audífonos,Accesorios,101.0,3,Efectivo,Monterrey,303.0
26447,2026-08-11,8,3507,,Laptop,Accesorios,1069.3,3,Efectivo,CDMX,3207.9
26448,2026-03-06,3,1606,Individual,Teclado,Computo,1299.51,3,Tarjeta,Guadalajara,3898.53
26449,2026-02-13,2,1603,Empresa,USB,Computo,1497.52,3,Efectivo,CDMX,4492.56
26450,2026-12-11,12,3898,Empresa,Monitor,Computo,338.65,3,Efectivo,CDMX,1015.95
26451,2026-06-14,6,4921,PyME,Teclado,Accesorios,300.26,1,Efectivo,Guadalajara,300.26
26452,2026-03-14,3,2715,Individual,Monitor,Accesorios,1016.24,2,Efectivo,Guadalajara,2032.48
26453,2026-11-19,11,2484,Individual,Monitor,Computo,598.13,3,Tarjeta,CDMX,1794.39
26454,2026-02-05,2,3018,PyME,Smartwatch,Accesorios,1688.78,2,Efectivo,CDMX,3377.56
26455,2026-09-15,9,4064,Individual,Tablet,Accesorios,657.11,2,Tarjeta,CDMX,1314.22
26456,2026-08-13,8,3421,PyME,Tablet,Accesorios,816.33,4,Efectivo,Guadalajara,3265.32
26457,2026-02-24,2,4877,PyME,Audífonos,Computo,273.11,2,Efectivo,CDMX,546.22
26458,2026-05-16,5,1405,Empresa,Monitor,Accesorios,406.11,4,Tarjeta,Monterrey,1624.44
26459,2026-03-19,3,1440,Empresa,Tablet,Accesorios,773.02,4,Efectivo,Guadalajara,3092.08
26460,2026-08-17,8,2662,,Monitor,Accesorios,384.61,4,Tarjeta,Guadalajara,1538.44
26461,2026-06-16,6,1232,Empresa,USB,Accesorios,1496.02,3,Tarjeta,CDMX,4488.06
26462,2026-01-14,1,1616,PyME,Laptop,Accesorios,1386.98,3,Efectivo,Guadalajara,4160.94
26463,2026-12-17,12,4596,Empresa,Tablet,Computo,1364.63,4,Tarjeta,Guadalajara,5458.52
26464,2026-05-07,5,4747,Individual,Monitor,Accesorios,1289.86,3,Efectivo,Monterrey,3869.58
26465,2026-04-06,4,4381,Empresa,Mouse,Accesorios,1449.57,1,Tarjeta,Monterrey,1449.57
26466,2026-03-05,3,2128,Individual,Smartwatch,Computo,582.41,1,Tarjeta,Monterrey,582.41
26467,2026-03-24,3,3990,Individual,Monitor,Accesorios,1331.75,3,Tarjeta,Guadalajara,3995.25
26468,2026-12-24,12,1302,,Smartwatch,Accesorios,1906.73,1,Efectivo,Guadalajara,1906.73
26469,2026-04-27,4,2349,PyME,Tablet,Accesorios,504.27,2,Tarjeta,CDMX,1008.54
26470,2026-06-01,6,4399,Empresa,USB,Computo,1701.93,1,Efectivo,CDMX,1701.93
26471,2026-11-16,11,2111,Empresa,Mouse,Computo,939.19,4,Efectivo,Monterrey,3756.76
26472,2026-08-23,8,1868,Individual,Tablet,Computo,1357.44,2,Efectivo,Monterrey,2714.88
26473,2026-05-14,5,3767,Empresa,Audífonos,Accesorios,1704.74,1,Efectivo,CDMX,1704.74
26474,2026-11-27,11,2746,Individual,Teclado,Computo,638.71,3,Efectivo,CDMX,1916.13
26475,2026-09-02,9,2535,PyME,Mouse,Accesorios,692.91,3,Tarjeta,Monterrey,2078.73
26476,2026-03-04,3,3341,Individual,USB,Computo,1202.32,2,Tarjeta,Guadalajara,2404.64
26477,2026-08-01,8,2652,Empresa,Audífonos,Accesorios,1752.49,3,Tarjeta,Guadalajara,5257.47
26478,2026-11-02,11,1365,Individual,Monitor,Accesorios,1380.8,3,Tarjeta,Monterrey,4142.4
26479,2026-06-26,6,4759,PyME,Monitor,Accesorios,25.89,1,Efectivo,CDMX,25.89
26480,2026-09-09,9,4778,Individual,USB,Computo,1269.34,3,Tarjeta,Guadalajara,3808.02
26481,2026-12-01,12,2301,Empresa,Mouse,Computo,1886.63,3,Tarjeta,Guadalajara,5659.89
26482,2026-09-23,9,4043,PyME,Tablet,Accesorios,1141.2,1,Efectivo,CDMX,1141.2
26483,2026-02-20,2,2941,PyME,Teclado,Computo,1015.67,3,Efectivo,Guadalajara,3047.01
26484,2026-03-23,3,2981,Empresa,Teclado,Computo,374.54,1,Efectivo,Guadalajara,374.54
26485,2026-07-16,7,1086,,Audífonos,Computo,598.09,3,Efectivo,Monterrey,1794.27
26486,2026-04-14,4,4072,Empresa,Mouse,Computo,982.0,2,Tarjeta,CDMX,1964.0
26487,2026-12-23,12,2237,Empresa,Smartwatch,Computo,1561.86,3,Tarjeta,Monterrey,4685.58
26488,2026-06-27,6,2214,Individual,Teclado,Accesorios,1444.7,4,Tarjeta,Monterrey,5778.8
26489,2026-06-13,6,4023,PyME,Audífonos,Computo,1206.76,1,Efectivo,Monterrey,1206.76
26490,2026-09-26,9,3167,Individual,Monitor,Accesorios,1311.09,1,Efectivo,Guadalajara,1311.09
26491,2026-06-19,6,1809,Individual,USB,Accesorios,1618.36,1,Tarjeta,Monterrey,1618.36
26492,2026-05-15,5,3669,,Monitor,Accesorios,1960.48,1,Efectivo,CDMX,1960.48
26493,2026-02-18,2,2218,Empresa,Teclado,Computo,18.44,4,Efectivo,CDMX,73.76
26494,2026-07-03,7,1641,,Tablet,Accesorios,731.05,1,Efectivo,CDMX,731.05
26495,2026-11-15,11,4260,Individual,Audífonos,Accesorios,108.52,2,Efectivo,CDMX,217.04
26496,2026-09-15,9,4942,Empresa,Mouse,Accesorios,1898.0,2,Efectivo,Monterrey,3796.0
26497,2026-05-05,5,1383,PyME,Tablet,Accesorios,191.58,1,Tarjeta,Monterrey,191.58
26498,2026-03-13,3,2596,Individual,USB,Computo,254.85,2,Tarjeta,CDMX,509.7
26499,2026-10-24,10,1649,PyME,USB,Accesorios,1250.51,3,Tarjeta,Guadalajara,3751.53
26500,2026-12-27,12,3595,PyME,Teclado,Computo,556.5,1,Efectivo,Guadalajara,556.5
26501,2026-05-25,5,2894,PyME,USB,Computo,1110.26,4,Efectivo,CDMX,4441.04
26502,2026-09-20,9,1568,,Monitor,Computo,268.84,4,Tarjeta,Monterrey,1075.36
26503,2026-06-16,6,4559,PyME,USB,Computo,1671.01,1,Efectivo,Monterrey,1671.01
26504,2026-06-22,6,3319,,Monitor,Accesorios,1894.69,2,Tarjeta,Monterrey,3789.38
26505,2026-10-20,10,3188,Individual,Teclado,Accesorios,42.01,1,Efectivo,Monterrey,42.01
26506,2026-02-15,2,1673,PyME,Mouse,Computo,337.26,4,Tarjeta,CDMX,1349.04
26507,2026-07-14,7,2769,Individual,Laptop,Accesorios,1328.41,3,Tarjeta,CDMX,3985.23
26508,2026-03-09,3,2301,Empresa,Smartwatch,Computo,1111.96,1,Tarjeta,Guadalajara,1111.96
26509,2026-05-21,5,3450,Individual,Tablet,Accesorios,1164.7,3,Efectivo,CDMX,3494.1
26510,2026-08-18,8,1401,Empresa,Smartwatch,Accesorios,1102.6,1,Tarjeta,Monterrey,1102.6
26511,2026-01-17,1,1511,Individual,Mouse,Computo,70.41,3,Efectivo,Guadalajara,211.23
26512,2026-07-05,7,2071,Individual,Mouse,Accesorios,1707.49,1,Tarjeta,Guadalajara,1707.49
26513,2026-04-15,4,4721,Individual,Audífonos,Computo,1455.98,2,Efectivo,Guadalajara,2911.96
26514,2026-08-24,8,4610,Empresa,Tablet,Computo,1735.25,2,Efectivo,Guadalajara,3470.5
26515,2026-03-11,3,4564,Individual,Monitor,Computo,1596.35,3,Tarjeta,Guadalajara,4789.05
26516,2026-09-27,9,3038,PyME,Teclado,Computo,666.26,2,Efectivo,Monterrey,1332.52
26517,2026-08-22,8,1909,Individual,Smartwatch,Computo,287.8,3,Tarjeta,Guadalajara,863.4
26518,2026-12-27,12,2163,Individual,Monitor,Computo,1811.65,2,Efectivo,Guadalajara,3623.3
26519,2026-11-12,11,4308,Individual,Tablet,Computo,1835.52,4,Efectivo,Guadalajara,7342.08
26520,2026-04-07,4,3507,,Audífonos,Computo,926.55,4,Efectivo,Guadalajara,3706.2
26521,2026-01-25,1,1085,PyME,Smartwatch,Accesorios,1029.22,4,Tarjeta,Monterrey,4116.88
26522,2026-08-20,8,3440,PyME,Smartwatch,Accesorios,882.82,1,Efectivo,Guadalajara,882.82
26523,2026-08-21,8,1674,Individual,Mouse,Accesorios,1514.68,3,Efectivo,Monterrey,4544.04
26524,2026-01-09,1,1492,,Laptop,Computo,1269.13,1,Efectivo,Monterrey,1269.13
26525,2026-02-03,2,1781,PyME,Monitor,Accesorios,1058.1,2,Tarjeta,Monterrey,2116.2
26526,2026-07-17,7,1242,Individual,Mouse,Accesorios,594.33,3,Tarjeta,Monterrey,1782.99
